Label,cleaned_review_text,count_positive_words,count_negative_words,contain_no,contain_not,contain_exclamation,log_review_length,emotion_label,sentiment_score
1,the good camera for the price flip phone sleek sturdy highly customizable bluetooth world gsm,3,0,0,0,0,4.532599493153256,1,0.43
1,high price make you look like you have a lot of money to blow,1,1,0,0,0,4.110873864173311,1,0.16
1,convenience and storage capacity no worry about memory stick or compactflash moderately price,1,1,1,0,0,4.532599493153256,0,0.0
1,small loud ring inexpensive for the new user,1,1,0,0,0,3.784189633918261,2,-0.004545454545454547
0,black ink cartridge run out quickly,0,0,0,0,0,3.5553480614894135,0,0.08333333333333333
0,even the loud ringer volume be sometimes hard to hear no cool ringtone !,1,2,1,0,1,4.276666119016055,0,-0.13680555555555554
1,picture quality value easy to use small size rechargeable battery,1,0,0,0,0,4.174387269895637,0,0.09166666666666667
0,not good for organize not intuitive enough,3,0,0,1,0,3.7376696182833684,1,-0.175
1,tiny sturdy sharp looking,2,0,0,0,0,3.2188758248682006,1,-0.0625
1,solid standard phone feature,1,0,0,0,0,3.332204510175204,1,0.0
0,fare in low light condition flash be not very strong,1,0,0,1,0,3.9512437185814275,2,0.07777777777777779
0,difficult to change volume on the spot,0,1,0,0,0,3.6375861597263857,0,-0.5
1,well than the,1,0,0,0,0,2.5649493574615367,2,0.0
0,flash kill battery bad with low light no macro mode,0,2,1,0,0,3.9318256327243257,0,-0.09999999999999994
0,loading paper a hassle,0,1,0,0,0,3.091042453358316,2,0.0
0,will have to buy cable numerous refill that be very hard to find,0,1,0,0,0,4.1588830833596715,1,-0.18958333333333335
0,price be high,0,0,0,0,0,2.5649493574615367,2,0.16
0,pro negate by the terrible sound on the receiving end of phone muffled,0,2,0,0,0,4.248495242049359,0,-0.3
0,only include charger vibrate be weak,0,2,0,0,0,3.58351893845611,1,-0.1875
0,mind of it own,0,0,0,0,0,2.6390573296152584,2,0.6
1,lcd x zoom fast boot,1,0,0,0,0,2.995732273553991,2,0.2
0,ink cost amp slightly wash out print,0,0,0,0,0,3.58351893845611,2,-0.16666666666666666
1,powerful nice photo produce beautiful print,3,0,0,0,0,3.7612001156935624,1,0.5833333333333334
1,this nokia retain the user friendly set up plus the convenience of a worldwide phone,2,0,0,0,0,4.430816798843313,1,0.375
1,fast versatile and economical,3,0,0,0,0,3.367295829986474,2,0.25
1,cheap fairly good print quality for the price,2,1,0,0,0,3.8066624897703196,1,0.55
0,sound speakerphone camera phone book miss date software feature,0,1,0,0,0,4.143134726391533,1,0.4
0,somewhat small display pricey,0,1,0,0,0,3.367295829986474,0,-0.25
0,stuck on iso ! can not take picture indoor without flash or tripod,0,1,0,1,1,4.189654742026425,2,0.0
1,super fast print separate ink cartridge,2,0,0,0,0,3.6635616461296463,0,0.26666666666666666
0,ink usage clog head reliability may be an issue w extensive use,0,2,0,0,0,4.143134726391533,1,0.0
1,its small lightweight and fast,1,0,0,0,0,3.4011973816621555,0,-0.024999999999999994
0,icon interface take some getting use to,0,0,0,0,0,3.6635616461296463,2,0.0
1,nice basic phone !,1,0,0,0,1,2.8903717578961645,2,0.3
1,great name brand camera for a good price,2,0,0,0,0,3.6888794541139363,1,0.75
0,horrible quality,0,1,0,0,0,2.772588722239781,0,-1.0
1,clarity ease of use lcd flash,2,0,0,0,0,3.367295829986474,1,0.0
1,compact size quality build decent photo quality cf card capable,3,0,0,0,0,4.143134726391533,1,0.18333333333333335
0,somewhat bulky compare to new phone,0,1,0,0,0,3.5553480614894135,2,0.13636363636363635
0,kind of pricey could maybe use some more zoom,0,1,0,0,0,3.8066624897703196,1,0.55
1,we ask you and you say that we have to try,0,0,0,0,0,3.7376696182833684,2,0.0
0,red eye weak flash too little memory to start,0,1,0,0,0,3.8066624897703196,1,-0.1875
0,everything,0,0,0,0,0,2.302585092994046,2,0.0
0,terrible nt window driver,0,1,0,0,0,3.2188758248682006,0,-1.0
0,banner change,0,0,0,0,0,2.5649493574615367,0,0.0
1,sexy phone work everywhere in the world small !,2,0,0,0,1,3.8501476017100584,0,0.09375
0,no zoom !,0,0,1,0,1,2.1972245773362196,2,0.0
1,great picture quality,1,0,0,0,0,3.044522437723423,2,0.8
0,paper always jam long wait time for printing to start,0,1,0,0,0,3.970291913552122,1,-0.05
1,small light excellent color reproduction web cam sec video,1,0,0,0,0,4.060443010546419,1,0.26249999999999996
0,eat a lot of battery,0,0,0,0,0,2.995732273553991,0,0.0
0,ring tone and game be only save on the phone,0,0,0,0,0,3.784189633918261,1,-0.2
1,no special attachment need x zoom build in flash lcd viewer,0,0,1,0,0,4.07753744390572,1,-0.17857142857142858
1,tiny extremely lightweight feature pack,0,0,0,0,0,3.6635616461296463,1,-0.0625
1,metal housing triband,0,0,0,0,0,3.044522437723423,2,0.0
1,make I want to get up and shout amp quot thank you sony ! amp quot,1,0,0,0,1,4.189654742026425,2,0.0
0,battery life be so so big heavier than nokia,0,0,0,0,0,3.784189633918261,0,0.0
0,well get ni cad battery,1,0,0,0,0,3.1354942159291497,0,0.0
0,print a bit slow,0,1,0,0,0,2.772588722239781,2,-0.30000000000000004
0,ink cartridge do not hold much ink,0,0,0,1,0,3.5263605246161616,0,0.2
0,slooooow prone to every problem there be in the printing industry,0,1,0,0,0,4.174387269895637,0,0.0
1,fast excellent color black print quality,2,0,0,0,0,3.6888794541139363,1,0.3444444444444444
0,very poor display poor interface do not hold signal,0,2,0,1,0,3.9318256327243257,2,-0.46
0,poor standard battery life,0,1,0,0,0,3.258096538021482,0,-0.2
1,great point n shoot great picture software be easy to use and intuitive,4,0,0,0,0,4.2626798770413155,0,0.6777777777777777
1,great for printing photo,1,0,0,0,0,3.1780538303479458,2,0.8
0,not the good reception,1,0,0,1,0,3.091042453358316,1,0.7
1,simply the good home ink jet there be,1,0,0,0,0,3.6109179126442243,1,0.35
1,compact design scratch resistant case voice activate dialing,1,1,0,0,0,4.0943445622221,0,0.0
0,expensive and short battery life,0,1,0,0,0,3.4657359027997265,0,-0.25
0,hard to turn on and off phone be return find defective after month !,0,2,0,0,1,4.219507705176107,0,-0.36458333333333337
1,easy to use great quality of document,2,0,0,0,0,3.6109179126442243,2,0.6166666666666667
1,small convenient feature self timer take movie or picture hook up to computer,1,0,0,0,0,4.343805421853684,1,-0.25
1,this camera be tempting because it have so many feature great zoom lens too !,2,0,0,0,1,4.343805421853684,1,0.75
0,no video recording capability,1,0,1,0,0,3.367295829986474,2,0.0
1,super light weight super customisable ring many backlight colour speakerphone build in vibrate mode,2,1,0,0,0,4.59511985013459,1,0.39166666666666666
0,need more zoom and ibm mb microdrive,0,0,0,0,0,3.58351893845611,2,0.5
0,ok battery odd key layout sm incl memory no mp,0,1,1,0,0,3.828641396489095,0,0.11111111111111112
0,no lens cap,0,0,1,0,0,2.3978952727983707,1,0.0
1,light nice screen color easy to use nice tone,3,0,0,0,0,3.8066624897703196,2,0.5083333333333333
1,fast quiet reliable awesome print quality print head on cartridge,4,0,0,0,0,4.174387269895637,1,0.39999999999999997
1,very easy to use,1,0,0,0,0,2.772588722239781,2,0.5633333333333334
1,you can play game not much else,0,0,0,1,0,3.4339872044851463,2,-0.25
1,  color screen,0,0,0,0,0,2.6390573296152584,2,0.0
0,relatively short battery life,0,0,0,0,0,3.367295829986474,0,0.0
0,slightly grainy print,0,1,0,0,0,3.044522437723423,2,-0.16666666666666666
1,inexpensive durable easy to use quality resolution,3,0,0,0,0,3.912023005428146,1,0.43333333333333335
0,finicky button bad battery life not all bluetooth headset work well hard to hold,2,3,0,1,0,4.382026634673881,0,-0.49583333333333324
1,at least you can read what it print,0,0,0,0,0,3.5553480614894135,2,-0.3
1,new low price good resolution good close up pic,2,0,0,0,0,3.8501476017100584,1,0.38409090909090904
1,great phone,1,0,0,0,0,2.3978952727983707,2,0.8
1,ease of use high quality image very small and appeal,2,0,0,0,0,3.9512437185814275,1,-0.0825
1,durable stainless construction,2,0,0,0,0,3.4011973816621555,1,0.2
1,compact size zoom and great picture,2,0,0,0,0,3.5553480614894135,1,0.8
1,very clear easy to use nice size,3,0,0,0,0,3.4657359027997265,2,0.3877777777777778
1,do it all !,0,0,0,0,1,2.3978952727983707,2,0.0
1,solid nice look output usb,2,0,0,0,0,3.258096538021482,1,0.3
0,shutter horrible lens cap and setting,0,1,0,0,0,3.6109179126442243,0,-1.0
1,clear print quality great color,2,0,0,0,0,3.4339872044851463,2,0.45
1,macro lense allow photo as close as inch,0,0,0,0,0,3.6888794541139363,2,0.0
0,smile be very low end not for the serious digital photo lover,2,0,0,1,0,4.110873864173311,1,-0.008333333333333331
0,lack durability expensive lack triband,0,3,0,0,0,3.6375861597263857,2,-0.5
0,short battery life sub par signal strength not upgradable to xrtt network,1,0,0,1,0,4.290459441148391,1,0.0
1,price picture look everything !,0,0,0,0,1,3.4339872044851463,2,0.0
1,the quality flash mode movie mode look ease of use,1,0,0,0,0,3.912023005428146,1,0.0
0,just about everything,0,0,0,0,0,3.044522437723423,2,0.0
1,lightweight long talk time and standby time,0,0,0,0,0,3.7612001156935624,1,-0.05
1,low price and operating cost very good text fast,2,0,0,0,0,3.871201010907891,1,0.36999999999999994
0,do not forget to hit color or black to actually print !,0,0,0,1,1,4.007333185232471,0,-0.08333333333333333
0,automatic flash no preview too pricey,0,1,1,0,0,3.6109179126442243,1,0.0
0,paper supply on the small side slow to warm up,1,1,0,0,0,3.828641396489095,2,0.016666666666666646
1,excellent image quality excellent color battery power countdown in minute intuitive operation cool design,4,0,0,0,0,4.653960350157523,1,0.7833333333333333
0,decent print quality,1,0,0,0,0,2.995732273553991,1,0.16666666666666666
0,no usb connection location of memory card could be well,1,0,1,0,0,4.007333185232471,2,0.0
0,high ink consumption print quality with good paper small paper tray,1,0,0,0,0,4.204692619390966,1,0.20333333333333334
0,should ship with big mem card,0,0,0,0,0,3.367295829986474,1,0.0
1,durability ease of use,1,0,0,0,0,3.091042453358316,1,0.0
1,olympu c destroy the digital camera competition,1,1,0,0,0,3.8501476017100584,2,-0.1
0,edge of copy may bend on output tray,0,0,0,0,0,3.58351893845611,0,0.0
0,no ac adapter serial only no usb poor flash,0,1,1,0,0,3.7612001156935624,1,-0.2
1,great battery life and reception user friendly with ton of great feature,3,0,0,0,0,4.276666119016055,1,0.6583333333333333
0,no flash slight lens aberration on the edge,0,0,1,0,0,3.7612001156935624,0,-0.16666666666666666
0,outrageously bad telephone support,1,2,0,0,0,3.5263605246161616,0,-0.6999999999999998
1,feature interface battery life,0,0,0,0,0,3.4011973816621555,0,0.0
0,it really do eat battery buy re charagable,0,0,0,0,0,3.7376696182833684,0,0.2
1,great print quality and speed handle stack of any size card or envelope,1,0,0,0,0,4.2626798770413155,2,0.8
1,large color display great feature,1,0,0,0,0,3.4965075614664802,1,0.5071428571428571
1,quality user friendly cost of consumable,1,0,0,0,0,3.6888794541139363,1,0.375
1,color screen camera attachment weight feature voice dial fast gprs data transfer memo recorder,1,0,0,0,0,4.543294782270004,1,0.2
1,extremely user friendly responsive battery life xaa useful feature picture quality long exposure time,3,0,0,0,0,4.61512051684126,1,0.125
1,crisp shot good zoom capabilite,2,0,0,0,0,3.4339872044851463,1,0.475
1,light good quality fast reliable,3,0,0,0,0,3.4657359027997265,1,0.43333333333333335
1,cost reliable os and linux support fantastic !,3,0,0,0,1,3.828641396489095,1,0.5
0,color be good for a home unit but not professional,1,0,0,1,0,3.912023005428146,1,0.32499999999999996
1,send receive datum via phone s infrare port to other ir equip handheld device such as palm,0,0,0,0,0,4.499809670330265,2,-0.0625
1,color print quality price ease of use,1,0,0,0,0,3.6109179126442243,1,0.0
0,nearly self destruct when try to print avery videotape label amp t shirt transfer,0,0,0,0,0,4.394449154672439,1,0.1
1,full feature of most slr s external flash option,0,0,0,0,0,3.871201010907891,1,0.2833333333333333
1,great affordable digital camera easy to use,3,0,0,0,0,3.7612001156935624,2,0.41111111111111115
0,need a good printer amp amp the video do not play in window,1,0,0,1,0,4.07753744390572,1,0.7
1,reliable sturdy printer awesome text quality job cancel button quiet !,4,0,0,0,1,4.248495242049359,1,0.5
1,storage medium and accessory,0,0,0,0,0,3.332204510175204,2,0.0
1,reception feature weight phonebook battery life,0,0,0,0,0,3.8501476017100584,2,0.0
1,great zoom and quick response time ! night set fun !,2,0,0,0,1,3.9512437185814275,1,0.5305555555555556
1,the good quality as long as you use the right paper and software,2,0,0,0,0,4.1588830833596715,1,0.31190476190476185
1,changable color text message sound quality,0,0,0,0,0,3.7376696182833684,2,0.4
1,easy installation print fast excellent b amp w and color quality,3,0,0,0,0,4.1588830833596715,1,0.5444444444444444
1,very user friendly right price for the service good for young people,3,0,0,0,0,4.219507705176107,1,0.33214285714285713
1,superior quality,1,0,0,0,0,2.772588722239781,1,0.7
0,bad battery life not so good resolution,1,1,0,1,0,3.6635616461296463,0,5.551115123125783e-17
1,great paper handle high quality high volume,1,0,0,0,0,3.7612001156935624,2,0.37333333333333335
1,this printer be very affordable and the ink cartridge be easy to install,2,0,0,0,0,4.276666119016055,2,0.31666666666666665
0,none right now !,1,0,0,0,1,2.772588722239781,2,0.3571428571428571
1,good feature,1,0,0,0,0,2.4849066497880004,1,0.7
1,price ease of use software,1,0,0,0,0,3.258096538021482,1,0.0
1,easy to use good photo,2,0,0,0,0,3.091042453358316,1,0.5666666666666667
1,battery life tri mode phonebook size voice dial,0,0,0,0,0,3.8501476017100584,0,0.0
0,nothing that matter ! audio quality not great but that be likely true for most digicam,1,0,0,1,1,4.454347296253507,1,0.11249999999999999
1,cheap and stylish require minimal assembly good image quality on print scan and copy,2,1,0,0,0,4.430816798843313,1,0.375
0,this kind of performance do not come cheap,0,1,0,1,0,3.7376696182833684,1,0.5
1,rca jack,0,0,0,0,0,2.0794415416798357,2,0.0
0,poor print quality,0,1,0,0,0,2.8903717578961645,2,-0.4
1,great picture quality rich with function many improvement from the g,3,0,0,0,0,4.219507705176107,1,0.5583333333333333
1,nice camera,1,0,0,0,0,2.3978952727983707,2,0.6
1,so so image quality,0,0,0,0,0,2.9444389791664403,2,0.0
1,navi key interchageable face large screen,0,0,0,0,0,3.713572066704308,2,0.10714285714285714
1,fancy compact clear excellent phone,4,0,0,0,0,3.5553480614894135,1,0.55
0,battery door pop open unexpectedly camera explode when drop in ocean olympus repair too expensive,0,3,0,0,0,4.574710978503383,0,-0.13333333333333333
0,know issue with screen assembly in early build of this model,0,1,0,0,0,4.0943445622221,1,0.1
1,small quality photo cheap amp amp modular,0,1,0,0,0,3.713572066704308,0,0.07500000000000001
0,slightly slow for color,0,1,0,0,0,3.1354942159291497,2,-0.30000000000000004
1,the be scanner attachment be great,1,0,0,0,0,3.5263605246161616,1,0.8
1,size of printer,0,0,0,0,0,2.70805020110221,2,0.0
1,color screen weight ease of use reliability,1,0,0,0,0,3.7612001156935624,1,0.0
1,easy to use take mini disk choice in quality of picture choice in color b amp amp w sepia battery charger and battery include zoom,1,0,0,0,0,4.867534450455582,2,0.43333333333333335
1,sturdy roomy easy to use,3,0,0,0,0,3.1780538303479458,1,0.43333333333333335
0,heavy display small,0,0,0,0,0,2.9444389791664403,0,-0.225
0,battery life menu navigation,0,0,0,0,0,3.332204510175204,0,0.0
1,small size super clear call clever flip design,3,0,0,0,0,3.828641396489095,2,0.0875
1,size and easy access to number unlike small phone not a flip up phone,1,0,0,1,0,4.23410650459726,0,0.09166666666666667
1,quality speed price,0,0,0,0,0,2.9444389791664403,2,0.0
1,inexpensive lightweight small and fairly convient,3,0,0,0,0,3.8918202981106265,1,0.22499999999999998
1,nice color screen backlit navigation menu s battery life lot of feature,1,0,0,0,0,4.2626798770413155,0,0.6
0,picture be not accurate when take from lcd mode,1,0,0,1,0,3.8501476017100584,1,-0.20000000000000004
0,non scratch resistant display antenna be too big out of place flip be not sturdy,1,1,0,1,0,4.382026634673881,0,0.0
1,excellent print quality for under,1,0,0,0,0,3.4965075614664802,1,1.0
1,speed quality stable in window,1,0,0,0,0,3.4011973816621555,1,0.0
1,super quiet side printing,2,0,0,0,0,3.2188758248682006,2,0.16666666666666666
0,slow at time,0,1,0,0,0,2.4849066497880004,1,-0.30000000000000004
1,nice price get the job do small size for such a large task,1,0,0,0,0,4.060443010546419,1,0.14107142857142857
0,no view finder lcd impossible to see in sun,0,1,1,0,0,3.7612001156935624,1,-0.6666666666666666
1,great phone excellent reception,2,0,0,0,0,3.4339872044851463,1,0.9
0,too slow to focus no sound on mpeg too small clumsy control poor battery life,0,3,1,0,0,4.343805421853684,0,-0.29000000000000004
1,resolution image quality convenient software to download image,1,0,0,0,0,4.127134385045092,1,0.0
0,software package be weak use regular aa battery,0,1,0,0,0,3.8501476017100584,0,-0.1875
1,price and size,0,0,0,0,0,2.6390573296152584,2,0.0
0,a little on the heavy side,0,0,0,0,0,3.258096538021482,2,-0.19375
0,photo printing,0,0,0,0,0,2.6390573296152584,2,0.0
0,very expensive replacement cartridge automatic feed wrinkle paper difficult installation,0,3,0,0,0,4.477336814478207,0,-0.575
0,print quality leave much to be desire,0,0,0,0,0,3.6109179126442243,0,0.2
0,a little noisy the ink drain a little quickly,0,2,0,0,0,3.8066624897703196,0,-0.013888888888888895
1,pda phone all in one handle nicely good quality sound,2,0,0,0,0,3.970291913552122,1,0.55
1,camera phone feature style,0,0,0,0,0,3.258096538021482,1,0.0
0,auto focus,0,0,0,0,0,2.302585092994046,1,0.0
0,lens cap design be poor complicated menu,0,2,0,0,0,3.6888794541139363,1,-0.45
0,nod lcd screen driver can conflict,0,1,0,0,0,3.5263605246161616,0,0.0
1,great shot quality easy to use many photo option,2,0,0,0,0,3.871201010907891,0,0.5777777777777778
0,lack feature exterior degrade,0,2,0,0,0,3.367295829986474,0,0.0
0,irritate beep when camera take a picture no flash on camera,0,1,1,0,0,4.07753744390572,2,0.0
1,inexpensive printer multiple way to hook it up,1,0,0,0,0,3.828641396489095,1,0.0
0,do not do the advertised stand by time,0,0,0,1,0,3.6375861597263857,1,0.0
1,light weight thin profile good battery life,1,0,0,0,0,3.7612001156935624,1,0.2333333333333333
1,  in feature user friendly,1,0,0,0,0,3.258096538021482,1,0.375
0,expensive ink cartridge flimsy construction,0,2,0,0,0,3.7612001156935624,0,-0.5
0,no lcd no video out battery,0,0,1,0,0,3.295836866004329,0,0.0
1,a decent phone with some unique feature !,1,0,0,0,1,3.713572066704308,1,0.3177083333333333
1,tiny size go anywhere,0,0,0,0,0,3.044522437723423,2,0.0
1,  bluetooth headset include,0,0,0,0,0,3.295836866004329,1,0.0
0,noise connection noise noise,0,3,0,0,0,3.332204510175204,0,0.0
0,mac user must have usb,0,0,0,0,0,3.091042453358316,2,0.0
0,not great quality even on amp fine amp,2,0,0,1,0,3.6375861597263857,2,0.008333333333333331
0,battery life be horrible ! small button difficult to navigate,0,2,0,0,1,4.110873864173311,0,-0.5833333333333334
0,it be slow and the ink be not cheap,0,2,0,1,0,3.5553480614894135,0,-0.25
0,weak vibrate flash long antenna stub transflash format,0,2,0,0,0,3.9889840465642745,1,-0.2125
1,quiet,1,0,0,0,0,1.6094379124341003,2,0.0
1,very small and lightweight,0,0,0,0,0,3.258096538021482,0,-0.325
1,individual ink tank,0,1,0,0,0,2.9444389791664403,2,0.0
1,  in card reader proof sheet feature print photo or use copi without have computer on,0,0,0,0,0,4.442651256490317,1,0.0
1,ease of use no film or photo processing cost,1,0,1,0,0,3.784189633918261,1,0.0
0,horrible reception can not use in car weak vibrate option no call log cheap feel,0,4,1,1,0,4.382026634673881,0,-0.325
1,great call quality and reception I love drive mode !,2,0,0,0,1,3.9512437185814275,1,0.7125
0,ugly flimsy feeling body serial port transfer rate,0,2,0,0,0,3.912023005428146,0,-0.7
1,easy to use save to floppy,1,0,0,0,0,3.258096538021482,1,0.43333333333333335
1,lot of accessory plenty of feature easy to use,1,0,0,0,0,3.828641396489095,1,0.43333333333333335
0,a whole lot,0,0,0,0,0,2.3978952727983707,2,0.2
1,lightweight readable display vibrate,1,1,0,0,0,3.58351893845611,2,0.0
1,speaker phone be nice,1,0,0,0,0,3.044522437723423,2,0.6
1,cut edge design no pun,0,0,1,0,0,3.091042453358316,2,0.0
1,compact size megapixel quick charger,1,0,0,0,0,3.58351893845611,1,0.3333333333333333
0,drop call poor call quality voice command need help !,0,1,0,0,1,3.970291913552122,2,-0.5
1,long battery life bright screen sound great good range,3,0,0,0,0,3.9889840465642745,1,0.51
0,slightly too big pc link must be purchase separately,0,0,0,0,0,3.9512437185814275,2,-0.08333333333333333
0,could use fast lense controll take some get use to,1,0,0,0,0,3.912023005428146,2,0.2
1,easy to use good picture quality,2,0,0,0,0,3.4657359027997265,1,0.5666666666666667
0,battery time ringer volume speaker volume,0,0,0,0,0,3.713572066704308,0,0.0
1,free with cingular tiny light keypad cover encrypt call card voice label,1,0,0,0,0,4.276666119016055,1,0.26666666666666666
0,to many click to get to browse the phone book,0,0,0,0,0,3.8066624897703196,2,0.5
0,difficult on screen navigation limit optical zoom,0,2,0,0,0,3.8918202981106265,0,-0.5
0,do not work,1,0,0,1,0,2.3978952727983707,2,0.0
1,easy to use weatherproof take great picture oversize button for easy use,3,1,0,0,0,4.276666119016055,1,0.5555555555555556
0,ink be pricey,0,1,0,0,0,2.5649493574615367,2,0.0
1,multifunction,0,0,0,0,0,2.5649493574615367,2,0.0
1,it be a flip phone,0,0,0,0,0,2.8903717578961645,2,0.0
0,will frezze if you use to much space too basic for a phone junkie downloader,0,0,0,0,0,4.330733340286331,2,0.1
0,lose reception very easily,0,1,0,0,0,3.258096538021482,0,0.5633333333333334
1,easy to use very versatile excellent picture,3,0,0,0,0,3.784189633918261,1,0.5444444444444444
0,the price also it come with photodeluxe not photoshop,0,0,0,1,0,3.970291913552122,2,0.0
1,value mp good resolution,1,0,0,0,0,3.1780538303479458,1,0.7
0,the price also the amount of photo it can hold see below for detail,0,0,0,0,0,4.204692619390966,2,0.0
0,shutter release lag time similar battery life to that of the coolpix,0,1,0,0,0,4.219507705176107,0,0.0
1,nice phone easy to use good reception,3,0,0,0,0,3.6109179126442243,1,0.5777777777777777
1,great concept,1,0,0,0,0,2.5649493574615367,2,0.8
1,a great mb digital camera,1,0,0,0,0,3.2188758248682006,2,0.4
1,small compact easy to use,2,0,0,0,0,3.2188758248682006,2,0.09166666666666667
1,easy to set up sharp picture,2,0,0,0,0,3.332204510175204,2,0.15416666666666667
0,placement of numeric key,0,0,0,0,0,3.1780538303479458,2,0.0
0,it be not a olympu !,0,0,0,1,1,2.995732273553991,2,0.0
1,good quality and speed,1,0,0,0,0,3.091042453358316,1,0.7
1,fast quiet and excellent print quality !,3,0,0,0,1,3.6888794541139363,1,0.39999999999999997
1,just the photo printer for I give the price,0,0,0,0,0,3.7612001156935624,2,0.0
1,great sound sturdy affordable and small,3,0,0,0,0,3.6635616461296463,2,0.3166666666666667
0,large paper feed problem,0,1,0,0,0,3.1780538303479458,0,0.21428571428571427
0,heavy,0,0,0,0,0,1.6094379124341003,2,-0.2
0,a little bit noisy amp amp amp amp amp,0,1,0,0,0,3.6375861597263857,0,-0.1875
0,paint case price,0,0,0,0,0,2.772588722239781,0,0.0
1,small footprint easy set up,1,0,0,0,0,3.295836866004329,0,0.09166666666666667
1,very easy to use good flash large viewfinder,2,0,0,0,0,3.784189633918261,1,0.49253968253968244
1,very small variety of camera setting great color,2,0,0,0,0,3.871201010907891,0,0.23750000000000002
1,convenient size very easy to use wireless web,2,0,0,0,0,3.8066624897703196,1,0.5633333333333334
1,screen feature quality,0,0,0,0,0,3.091042453358316,1,0.0
1,price resolution and ease of op,1,0,0,0,0,3.4339872044851463,1,0.0
1,affordable reliable,2,0,0,0,0,2.9444389791664403,1,0.0
0,slow,0,1,0,0,0,1.3862943611198906,2,-0.30000000000000004
1,good resolution floppy storage x zoom sound movie mode,1,0,0,0,0,3.9889840465642745,1,0.55
0,picture quality be utterly awful,0,2,0,0,0,3.4657359027997265,0,-1.0
1,flawless operation beautiful picture,2,0,0,0,0,3.58351893845611,1,0.925
1,do a great job with print color,1,0,0,0,0,3.4339872044851463,1,0.8
0,sound tinny poor reception heat up cheap antenna battery die quickly,0,3,0,0,0,4.219507705176107,0,0.18333333333333335
0,slow basic and expensive printing,0,2,0,0,0,3.4965075614664802,2,-0.26666666666666666
0,ringer vibrate be weak menu design a bit confusing,0,3,0,0,0,3.912023005428146,0,-0.3375
1,ease of use,1,0,0,0,0,2.3978952727983707,1,0.0
0,a little big have to buy two battery,0,0,0,0,0,3.58351893845611,0,-0.09375
0,initial cost,0,0,0,0,0,2.4849066497880004,2,0.0
1,workhorse never complain,0,1,0,0,0,3.1780538303479458,0,0.0
0,signal strength might be a little weak than some no belt clip with phone,0,1,1,0,0,4.276666119016055,0,-0.28125
1,bluetooth infrare java compatible with application affordable play mp s mp s gps amrs camera,2,0,0,0,0,4.5217885770490405,1,0.0
0,internal error,0,1,0,0,0,2.6390573296152584,0,0.0
1,easy to use and produce excellent photo !,2,0,0,0,1,3.713572066704308,1,0.7166666666666667
1,nice look clear screen,2,0,0,0,0,3.091042453358316,2,0.35
1,small easy menu like the flip,2,0,0,0,0,3.367295829986474,0,0.09166666666666667
0,kind of heavy reception not always good,1,0,0,1,0,3.6635616461296463,1,0.36666666666666664
1,speakerphone caller i d small in size each caller have own ringtone,0,0,0,0,0,4.204692619390966,0,0.175
0,fall apart way too easy,1,1,0,0,0,3.1354942159291497,0,0.43333333333333335
1,it make call,0,0,0,0,0,2.4849066497880004,2,0.0
1,smart camera for family photo or fun friendly photo,3,0,0,0,0,3.9318256327243257,1,0.29642857142857143
0,unable to alphabetize phone book not user friendly,1,1,0,1,0,3.912023005428146,1,-0.0625
0,price mediocre web browser somewhat unfinished casing,0,2,0,0,0,3.970291913552122,0,-0.5
1,look spectacular can fit large storage card in it can use own image for display,1,0,0,0,0,4.3694478524670215,1,0.4535714285714285
0,thirsty printer do not give warning when cartridge be run dry,0,1,0,1,0,4.110873864173311,0,-0.06666666666666665
1,excellent quality even great for a pro !,2,0,0,0,1,3.6888794541139363,1,1.0
0,not presentation quality printing,0,0,0,1,0,3.4965075614664802,2,0.0
1,size camera flip style easy to read navigate,1,0,0,0,0,3.784189633918261,2,0.43333333333333335
0,battery drain almost instantly,1,1,0,0,0,3.4011973816621555,0,0.0
0,really really weak reception ! can not talk while charge,0,1,0,1,1,4.02535169073515,1,-0.46875
0,battery system slow download,0,1,0,0,0,3.332204510175204,0,-0.30000000000000004
0,battery hog slow shutter need new printer,0,1,0,0,0,3.713572066704308,0,-0.08181818181818185
0,can take a long time for top quality prinout to emerge amp amp,1,0,0,0,0,4.127134385045092,1,0.225
1,very good price excellent quality in all function,2,0,0,0,0,3.8918202981106265,1,0.955
1,a lot of printer for the money,0,0,0,0,0,3.4011973816621555,1,0.0
0,long battery recharge time,0,0,0,0,0,3.258096538021482,2,-0.05
1,quality component small size and excellent overall photo quality,1,0,0,0,0,4.1588830833596715,1,0.25
0,pay long distance for tech support,1,0,0,0,0,3.5263605246161616,1,-0.05
0,must be hold totally still will not take a photo in low light,0,0,0,1,0,4.110873864173311,2,0.13333333333333333
0,many !,0,0,0,0,1,1.791759469228055,2,0.625
1,reliable good quality,2,0,0,0,0,3.044522437723423,1,0.7
0,no zoom lag,0,1,1,0,0,2.3978952727983707,0,0.0
0,people might laugh at your love for the inanimate,1,0,0,0,0,3.8918202981106265,1,0.4
0,drink ink print head clog continuously,0,1,0,0,0,3.6375861597263857,2,0.0
1,small light great sound phone book calender too much to list !,1,0,0,0,1,4.127134385045092,0,0.32
1,price quality of picture ease of use size,1,0,0,0,0,3.713572066704308,1,0.0
1,small size ease of use feature rechargeable battery,1,0,0,0,0,3.9318256327243257,0,-0.25
0,band on the bottom of x photo b amp w photo have a greenish cast,0,0,0,0,0,4.1588830833596715,0,0.0
0,usb somewhat unreliable,0,1,0,0,0,3.1354942159291497,2,0.0
